,Unnamed: 0,Unnamed: 0.1,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_id,release_date
334,334,334,MIKA,Life In Cartoon Motion,Grace Kelly,4Sqc0kPuZpfI0T2TZBu8JT,0.676,0.824,0,-5.752,1,0.0449,0.0152,0.363,0.696,122.221,187733,4,spotify:album:4wKkXYJXQWDa9sndBSx0gI,2007-01-01
335,335,335,Leona Lewis,Spirit,A Moment Like This,5i9UKSttY3V7x9OnYZsMBX,0.261,0.562,8,-3.667,1,0.0301,7.54e-06,0.131,0.167,70.543,257293,4,spotify:album:6KT8x5oqZJl9CcnM66hddo,2019-04-05
336,336,336,Take That,Beautiful World,Patience,4DxybsoSiMUW0JI2oM0SSN,0.309,0.783,10,-4.154,1,0.0405,1.11e-06,0.118,0.372,175.788,202067,4,spotify:album:0K0WhguFHBracRbeSzZgvR,2015-01-20
337,337,337,Akon,Konvicted,Smack That,3qKGvSu1inEZKwYQnMavNA,0.94,0.743,5,-5.166,0,0.0475,0.0,0.0909,0.932,118.988,212360,4,spotify:album:6kzoWb4UzvKYgbDfAwgaFq,2006-01-01
338,338,338,Westlife,The Love Album,The Rose,5WqcLwanx87IgXy3WxYxY2,0.272,0.203,9,-9.706,1,0.0294,0.0,0.0805,0.172,109.581,219107,5,spotify:album:1N6p8qmf8PJgYQdktQQYYh,2001-11-27
339,339,339,Fedde Le Grand,Put Your Hands Up For Detroit,Put Your Hands Up For Detroit,2T1Xemp92qxuUCAFBWfRrj,0.923,0.954,1,-4.575,1,0.208,0.844,0.0493,0.282,128.03,396000,4,spotify:album:4DcsHjjs2adHwgWDxFbln0,2006-10-31
340,340,340,McFly,Memory Lane (The Best Of McFly) [Deluxe Edition],Star Girl,72LF4BzpdOWaH0sNWOqFzc,0.522,0.657,3,-4.184,1,0.0284,0.0,0.0592,0.778,78.118,209307,4,-,-
341,341,341,My Chemical Romance,The Black Parade,Welcome to the Black Parade,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0.0752,0.00011,0.222,0.236,96.95,311107,4,spotify:album:0FZK97MXMm5mUQ8mtudjuK,2006-10-23
342,342,342,Razorlight,Razorlight,America,6bS7DqTuzrpkluB7boWmw2,0.447,0.568,2,-4.975,1,0.0305,3.26e-06,0.355,0.149,90.933,249760,4,spotify:album:7b5VYaAY7iaTz5jVgxCxgZ,2012-10-19
343,343,343,Scissor Sisters,I Don't Feel Like Dancin',I Don't Feel Like Dancin' - Radio Edit,1qEHgdFqUxFebMPk8s2HLY,0.711,0.924,7,-3.398,1,0.0282,0.0,0.114,0.912,108.033,248640,4,spotify:album:6LPpLYrjQYKtMfDUT1qjOz,2006-01-01
344,344,344,Justin Timberlake,FutureSex/LoveSounds,SexyBack,40VAYnnGBDLQVXD8D1ager,0.967,0.583,7,-5.562,0,0.0789,0.0,0.0519,0.964,117.0,242733,4,spotify:album:2scB1uhcCI1TSf6b9TCZK3,2006-09-12
345,345,345,Beyoncé,B'Day Deluxe Edition,Deja Vu (feat. Jay-Z),423EcxblW9F4nnQkqcqMlK,0.644,0.746,7,-4.941,1,0.341,1.22e-05,0.0743,0.355,105.253,240280,4,spotify:album:0Zd10MKN5j9KwUST0TdBBB,2007-05-29
346,346,346,McFly,Memory Lane (The Best Of McFly) [Deluxe Edition],Don't Stop Me Now,60Paqu97lzQWDqACLcgbpi,0.465,0.843,5,-3.692,1,0.0497,0.0,0.376,0.563,156.635,204000,4,-,-
347,347,347,Lily Allen,"Alright, Still (Deluxe)",Smile,79z9QkhHePTFsSeVw9uyj0,0.632,0.639,5,-5.938,1,0.0259,0.0,0.221,0.733,95.506,196893,4,-,-
348,348,348,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10,-5.892,0,0.0707,0.0,0.405,0.758,100.024,218093,4,spotify:album:5ppnlEoj4HdRRdRihnY3jU,2005-11-28
349,349,349,Nelly Furtado,Loose,Maneater,4wH4dJgrsxONID6KS2tDQM,0.796,0.777,6,-4.81,1,0.0397,0.000358,0.121,0.787,132.722,258893,4,spotify:album:2yboV2QBcVGEhcRlYuPpDT,2006-01-01
350,350,350,Sandi Thom,Smile...It Confuses People,I Wish I Was a Punk Rocker (with Flowers in My Hair),4mnTMsp8Cgf9TNiQMhH11L,0.7,0.465,4,-6.815,1,0.358,0.0,0.606,0.719,108.102,151640,4,spotify:album:2vh0Lg3vwmArk6KI0m9eb5,2006-06-05
351,351,351,Gnarls Barkley,St. Elsewhere,Crazy,1vxw6aYJls2oq3gW0DujAo,0.855,0.587,8,-4.589,1,0.0336,0.00714,0.105,0.64,111.97,177466,4,spotify:album:7p2aWivr9OLXocSTTKtG9B,2006-05-02
352,352,352,Ne-Yo,In My Own Words,So Sick,5203pcq3cNteJuOVhIEnt6,0.572,0.572,6,-8.324,1,0.3,0.0,0.191,0.61,94.897,207187,4,spotify:album:6gkwOLmk0ALMOjWs5WhAEr,2006-01-01
353,353,353,Orson,Bright Idea,No Tomorrow,0nJEcAgCKrFliZ5q0JxEtc,0.656,0.624,3,-4.623,0,0.0691,0.0,0.278,0.735,124.082,167493,4,spotify:album:2ucuasGA8B0buntFFcsP8g,2006-12-18
354,354,354,Various Artists,"Essential Pop Anthems: Classic 80s, 90s and Current Chart Hits",It's Chico Time,3ysoxHBl9rPH9FzVQMHDZY,0.682,0.941,5,-4.577,1,0.0607,0.0,0.419,0.78,116.943,169253,4,-,-
355,355,355,Madonna,Confessions on a Dance Floor,Sorry,55whbebR4olz2HHcRQa2kx,0.589,0.877,0,-6.229,0,0.046,0.013,0.169,0.443,132.971,281880,4,spotify:album:1hg0pQJLE9dzfT1kgZtDPr,2005-11-11
356,356,356,Meck,Thunder In My Heart Again (International 2 track),Thunder In My Heart Again - Radio Edit,6P9sHvYgGiImYtfcT5Zq34,0.689,0.929,2,-4.093,0,0.0288,0.798,0.0725,0.767,129.023,187693,4,-,-
357,357,357,The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm)","Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",3NnUocBmP4PuEEe1eQkuwE,0.833,0.628,2,-7.041,1,0.141,1.6e-06,0.282,0.645,106.328,286187,4,-,-
358,358,358,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",When The Sun Goes Down,5npqVYHjQeHFTE9iZBio6Q,0.35,0.874,11,-4.755,0,0.186,0.0,0.108,0.416,169.512,200013,4,spotify:album:0ndGMh4twJNzPpr5XtHTR2,2006-02-21
359,359,359,Shayne Ward,Shayne Ward,That's My Goal,7M8WeoB04edlpGg6fbT1Ex,0.279,0.52,2,-5.391,1,0.0344,0.0,0.333,0.126,68.662,218427,4,spotify:album:5OVa321qfDoIKRFaYxjZNC,2006-04-17
360,360,360,Nizlopi,JCB,JCB,6CWCgRZ0Hxa2dnrCCvq5bA,0.583,0.482,2,-7.261,1,0.0832,0.0,0.388,0.586,103.067,228227,4,spotify:album:1i3uSQxdYKQ39k9Q3HxLef,2021-11-04
361,361,361,The Pussycat Dolls,PCD,Stickwitu,0mhVi5NpxkA3zzbiulfkow,0.657,0.55,9,-6.406,1,0.0475,0.0,0.0786,0.42,80.003,207507,4,spotify:album:5x8e8UcCeOgrOzSnDGuPye,2005-01-01
362,362,362,Madonna,Confessions on a Dance Floor,Hung Up,3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0,0.0452,0.161,0.0686,0.405,125.02,337733,4,spotify:album:1hg0pQJLE9dzfT1kgZtDPr,2005-11-11
363,363,363,Westlife,Face To Face,You Raise Me Up,3QNv5UzB8hhSORC9u5RCzN,0.129,0.358,10,-6.596,1,0.0314,0.0,0.0886,0.172,75.048,241067,5,spotify:album:0VU9zbZa7Nz88GSAy6DccB,2019-10-17
364,364,364,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",I Bet You Look Good On The Dancefloor,0S7zL7ae0KpOSPKeFQpHo8,0.535,0.948,6,-4.19,0,0.0356,0.0,0.376,0.778,103.183,173680,4,spotify:album:0ndGMh4twJNzPpr5XtHTR2,2006-02-21
365,365,365,Various Artists,About Time,Push The Button,2QLpb4NTanBFwmfW1nI0gO,0.959,0.537,8,-9.057,1,0.0711,0.0,0.0862,0.833,126.026,217227,4,spotify:album:2ICdqEf91Kc9FwdlLtB748,2017-10-05
366,366,366,The Pussycat Dolls,PCD,Don't Cha,4o3cq2szX7THGyZDsWtp59,0.875,0.634,1,-3.484,1,0.0978,3.64e-06,0.111,0.531,120.001,272080,4,spotify:album:5x8e8UcCeOgrOzSnDGuPye,2005-01-01
367,367,367,Gorillaz,Demon Days,DARE,4Hff1IjRbLGeLgFgxvHflk,0.76,0.891,11,-5.852,0,0.0372,0.0869,0.298,0.966,120.264,245000,4,spotify:album:0bUTHlWbkSQysoM3VsWldT,2005-05-23
368,368,368,Oasis,Don't Believe The Truth,The Importance Of Being Idle,1cmSdSId6MDQ6JSjbTisHG,0.593,0.88,9,-2.113,0,0.0311,0.0,0.106,0.588,109.9,219827,4,spotify:album:18ACIuiPrMJMkRPtNL9G7h,2005-05-30
369,369,369,McFly,Memory Lane (The Best Of McFly),I'll Be OK,3nH5dhSry7dz8VBQSAAFH3,0.479,0.943,2,-4.26,1,0.0465,0.0,0.216,0.439,156.53,206307,4,-,-
370,370,370,James Blunt,Back to Bedlam,You're Beautiful,0vg4WnUWvze6pBOJDTq99k,0.675,0.479,0,-9.87,0,0.0278,1.76e-05,0.088,0.454,81.998,209493,4,spotify:album:1ekaxA9Q5GzUPCepx4wzMF,2005-08-08
371,371,371,2Pac,Loyal To The Game,Ghetto Gospel,2MQ51y5NhCyva4SgWmK2Me,0.794,0.614,5,-5.352,0,0.0467,0.0,0.0789,0.663,80.569,237633,4,spotify:album:33lk2GnP8cJzl7cd1OJrXn,2004-01-01
372,372,372,Crazy Frog,Greatest - Crazy Frog,Axel F,5TYniOEJH3JmtLb4NxkK2i,0.862,0.903,2,-3.379,1,0.0415,0.784,0.0901,0.771,138.041,176173,4,-,-
373,373,373,Oasis,Don't Believe The Truth,Lyla,59iMndgRxDOBjIZtt8YAUW,0.399,0.949,11,-2.431,1,0.0474,0.000127,0.141,0.269,120.948,310440,4,spotify:album:18ACIuiPrMJMkRPtNL9G7h,2005-05-30
374,374,374,Akon,Trouble Deluxe Edition,Lonely,3nKeNPOQXlQhT7vPPdwDaq,0.634,0.526,5,-7.881,0,0.0333,0.0,0.257,0.623,90.086,235800,4,spotify:album:77eKpEVxmSr1RhqMlirlTF,2005-01-01
375,375,375,McFly,Just My Luck,All About You,45THyKtGoxYSVf61XXfTGd,0.513,0.579,1,-5.259,1,0.027,0.0,0.0991,0.259,129.886,186747,4,spotify:album:4TVjanQzObSS7fpptiDpnw,2006-01-01
376,376,376,Stereophonics,Language.Sex.Violence.Other?,Dakota,0IOgCgSDoRBHK9uNTpJnbx,0.506,0.93,4,-3.499,1,0.0675,0.00682,0.0931,0.305,146.994,297427,4,spotify:album:1DwcGY8AK9RS0IgmozyvyP,2005-01-01
377,377,377,Nelly,Over and Over,Over And Over - Album Version / Explicit,15AzE4Ua8dsSSooZEhkO7i,0.642,0.509,7,-9.991,1,0.0721,2.5e-06,0.162,0.504,169.751,253693,4,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,1970-01-26
378,378,378,Jennifer Lopez,Get Right,Get Right,2t4H5c7vY2A9CY4tJFiBZT,0.578,0.78,10,-5.55,0,0.317,0.0,0.632,0.403,193.979,225667,4,spotify:album:4OyYFQn2rzwaT4PZNlWQY3,2017-11-15
379,379,379,U2,How To Dismantle An Atomic Bomb,Sometimes You Can't Make It On Your Own,6fzcnVO0X2cpYjsHk19GJo,0.53,0.597,2,-5.652,1,0.0247,0.473,0.105,0.346,96.0,305080,4,spotify:album:5PQPur1PEZFDkI0AXbxFlB,2004-01-01
380,380,380,Eminem,Curtain Call (Deluxe),Like Toy Soldiers,6AnfqcIa7IyrCMtgh5P6Wc,0.655,0.762,8,-3.427,0,0.312,0.000446,0.093,0.368,82.656,295667,4,spotify:album:5qENHeCSlwWpEzb25peRmQ,2005-12-06
381,381,381,Elvis Presley,Elvis 30 #1 Hits,It's Now or Never,1XunTmhOcj3xwh4b8P3isX,0.643,0.491,4,-9.312,1,0.0344,0.00972,0.286,0.753,126.399,194600,4,spotify:album:0QVoYzGd1p8Z3ohEaM0lsc,2002-09-24
382,382,382,Ciara,Goodies,Goodies (feat. Petey Pablo),3dFwpxh2yH7C7p9BGEKLVB,0.826,0.647,5,-6.306,0,0.0491,1.52e-06,0.298,0.872,102.017,223000,4,spotify:album:71gUhKYZIWmmjqAHlY4Br3,2004-09-27
383,383,383,Elvis Presley,Elvis 30 #1 Hits,One Night,1W5Vp1lP4uhlxyUwgxQq4f,0.646,0.618,4,-6.978,1,0.0339,1.33e-06,0.304,0.772,80.19,152427,4,spotify:album:0QVoYzGd1p8Z3ohEaM0lsc,2002-09-24
384,384,384,Elvis Presley,Elvis 30 #1 Hits,Jailhouse Rock,6pyex9B1kBoRIuabBAc4m8,0.635,0.672,10,-6.788,0,0.0637,5.03e-06,0.0688,0.895,166.903,155333,4,spotify:album:0QVoYzGd1p8Z3ohEaM0lsc,2002-09-24
385,385,385,Band Aid 20,Do They Know Its Christmas?,Do They Know It's Christmas? - 2004 Version,3drPcekysGfjSyicFRLP7X,0.327,0.781,0,-6.773,1,0.0462,0.0,0.673,0.273,128.068,305533,4,spotify:album:0Q96oESySVI3gLFTkhttn5,2004-01-01
386,386,386,Girls Aloud,I'll Stand By You,I'll Stand By You,5uJyMQVvmzW1hm8AYz9Xmk,0.502,0.72,6,-4.646,1,0.0267,0.00055,0.16,0.349,136.069,224227,4,spotify:album:6CsQEUwnLOXJMlRW5uiGnE,2016-12-30
387,387,387,U2,How To Dismantle An Atomic Bomb,Vertigo,1gVVSmhWjci8l9Vrsl6HaS,0.416,0.819,9,-3.974,1,0.0613,0.00108,0.147,0.632,140.083,193520,4,spotify:album:5PQPur1PEZFDkI0AXbxFlB,2004-01-01
388,388,388,Eminem,Curtain Call: The Hits,Just Lose It,0ejoA3sOgQpHHvsTb3GDW3,0.951,0.623,8,-3.603,1,0.0503,4.36e-05,0.251,0.957,121.006,248600,4,spotify:album:5qENHeCSlwWpEzb25peRmQ,2005-12-06
389,389,389,Ja Rule,R.U.L.E.,Wonderful,5MTqczrMNkxZbFghiopgHL,0.663,0.777,11,-4.954,0,0.109,0.0,0.0466,0.758,92.681,270507,4,spotify:album:2gBIN9uSnZjf0mb3FjwEnb,2004-01-01
390,390,390,Robbie Williams,In And Out Of Consciousness: Greatest Hits 1990 - 2010,Radio,2r7J1AX8x0JcPPVpCSrKer,0.609,0.874,5,-4.953,0,0.0367,0.034,0.288,0.834,130.015,231107,4,spotify:album:1UqlqXrrzFzTX3rod4MsWu,2010-01-01
391,391,391,Eric Prydz,Call On Me,Call On Me - Radio Edit,3uLSUZEmTY50H6Kw17lpfW,0.597,0.837,10,-6.518,1,0.375,0.00114,0.839,0.447,126.342,171360,4,spotify:album:5G7go9EeotMk9RfLETBDgJ,2016-10-18
392,392,392,Various Artists,Love Songs,Real to Me,7wkFy7MIZJhFd17X4g4AIx,0.388,0.437,3,-11.906,1,0.0289,0.0,0.128,0.182,165.793,225720,4,spotify:album:0ufGvePLRPce9olVIZhRyE,2019-08-23
393,393,393,Nelly,My Place,My Place - Radio Edit,5LjboCwi3RynJARKqnvHmT,0.621,0.695,4,-5.37,1,0.0666,8.05e-06,0.0837,0.687,163.36,272613,4,spotify:album:4s3n7klxkRKoZUWDnF5lVB,2019-05-31
394,394,394,Natasha Bedingfield,Unwritten,These Words,6QLU1GKy2Zh2mOh2uoJ0TV,0.734,0.635,5,-7.03,1,0.0816,0.0,0.0808,0.931,96.99,216360,4,spotify:album:3PEzTAuPW5IjLJ58FzwQeL,2004-08-30
395,395,395,3 Of A Kind,Babycakes,Babycakes,0dAn58pe2GWDTlqa2Th4mP,0.817,0.719,0,-6.858,1,0.0982,3.33e-06,0.0592,0.838,137.944,154387,4,spotify:album:4sW39hh7uYqe8zDg7ylPAW,2004-01-01
396,396,396,Busted,Thunderbirds/3 AM,Thunderbirds Are Go,4NfqVRtsXNfe8HuKgQWDTL,0.445,0.872,4,-3.883,1,0.0383,0.0,0.185,0.547,100.002,188893,4,-,-
397,397,397,The Streets,A Grand Don't Come for Free,Dry Your Eyes,3PEx44by2Pe7E6M8tgqE5N,0.684,0.467,9,-7.829,1,0.239,0.0,0.0942,0.445,80.019,271240,4,spotify:album:365ETCJBUmEWroc4UGBS1u,2004
398,398,398,The Shapeshifters,Sound Advice,Lola's Theme,1seF5FpRtNXsmNxlEDDxuN,0.77,0.831,5,-5.754,1,0.0512,0.216,0.136,0.698,123.931,336800,4,spotify:album:2Gs4muWHUBqRaIKdC6Pq5C,2006-09-12
399,399,399,Usher,Confessions (Expanded Edition),Burn,7z3N2W7Xz1t2G2sAO8wFVH,0.796,0.477,1,-7.161,1,0.108,0.0,0.12,0.685,119.928,231933,4,spotify:album:1RM6MGv6bcl6NrAG8PGoZk,2004-03-23
400,400,400,McFly,Room On The 3rd Floor (UK version),Obviously,2iPIMWQYcrvV6MDlnEgw4i,0.642,0.856,1,-2.273,1,0.0314,0.0,0.11,0.755,130.583,198880,4,-,-
401,401,401,Britney Spears,Greatest Hits: My Prerogative,Everytime,5r55eZvOijyYZRPCdQbu85,0.562,0.286,3,-12.84,1,0.0288,4.45e-05,0.115,0.116,109.561,230320,4,spotify:album:574xhx2X0G9MkqACxqi4cg,2004
402,402,402,Mario Winans,Hurt No More,I Don't Wanna Know (feat. Enya And P. Diddy),3pYcGuasNwouukvgQcgo9a,0.84,0.493,11,-5.9,0,0.0475,0.00105,0.121,0.361,96.998,257360,4,spotify:album:7brSqEwvGV2X2JIQlDtR1F,1994-05-09
403,403,403,Frankee,"The Good, The Bad, The Ugly (Clean)",F.U.R.B. (F U Right Back),3kuEss8fQw9XcHZxedfTqt,0.811,0.617,8,-3.484,1,0.189,3.69e-06,0.45,0.59,141.007,198160,4,spotify:album:6sPw9kKVMfjm4ICSjG9Rf9,2016-10-21
404,404,404,Eamon,Fuck It (I Don't Want You Back),Fuck It (I Don't Want You Back),3K67L83YEiEo6Wyir4pkDU,0.834,0.623,0,-6.236,0,0.06,4.07e-06,0.0625,0.499,68.49,224173,4,spotify:album:0CWmJNwQKwdZjD8PNznzgD,2020-04-10
405,405,405,McFly,Room On The 3rd Floor (UK version),Five Colours In Her Hair,3F9bjX7NbmiZLpYFUKTU2l,0.464,0.901,7,-3.421,1,0.0462,0.0,0.233,0.636,97.978,177453,4,-,-
406,406,406,Usher,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0.0,0.0388,0.583,105.018,250373,4,spotify:album:1RM6MGv6bcl6NrAG8PGoZk,2004-03-23
407,407,407,Various Artists,Pop Jr: Let's Dance,Cha Cha Slide - Hardino Mix,5DEydeBu25noIyDtpSf2h2,0.853,0.923,11,-5.597,1,0.136,0.00744,0.242,0.84,131.026,222173,4,-,-
408,408,408,Britney Spears,Greatest Hits: My Prerogative,Toxic,26nr9XnFCYWxBTIP7HyWXg,0.774,0.839,5,-3.948,0,0.114,0.0166,0.252,0.923,142.985,198813,4,spotify:album:574xhx2X0G9MkqACxqi4cg,2004
409,409,409,Peter Andre,The Long Road Back,Mysterious Girl - Radio Edit,3GCpEbJzknVdpvx9WI03x3,0.655,0.822,8,-5.755,1,0.211,0.0,0.298,0.859,171.983,217107,4,spotify:album:3F33WM2q4btmBuHrOZ48UW,2021-10-01
410,410,410,Busted,A Present For Everyone,Who's David,3bikxUy7Llx2WWb0rcpvvx,0.592,0.877,4,-4.608,1,0.0389,0.0,0.0962,0.477,140.021,210559,4,spotify:album:50RI3QVqe8UTgSuwjt9haV,2003-01-01
411,411,411,Various Artists,One Clubland,Take Me To The Clouds Above (Radio Edit) [LMC Vs. U2] - LMC Vs. U2 / Radio Edit,4ooxI8ZZqjepaRJwF9m70r,0.668,0.902,6,-5.386,1,0.0367,0.025,0.528,0.682,128.619,169262,4,spotify:album:7fcHyfBDH9bjg4hj0Iq77z,2021-07-04
412,412,412,Michelle McManus,The Meaning Of Love,All This Time,3VLEQvzk2IqoWbHpjnFuPK,0.528,0.639,6,-4.879,1,0.0313,5.03e-06,0.111,0.308,128.231,262293,4,spotify:album:13yUbPloFlPSQoQ3Ju8DR3,2020-04-13
413,413,413,Gary Jules,Trading Snakeoil for Wolftickets,Mad World (Feat. Michael Andrews),3JOVTQ5h8HGFnDdp4VT3MP,0.345,0.0581,3,-17.217,1,0.0374,0.000366,0.103,0.304,174.117,189507,4,spotify:album:1OydCrx4m7fguwcX4stR9z,2001-01-01
414,414,414,Kelly Osbourne,Changes,Changes,4UKfhvNt7xZja57NIENZkk,0.363,0.154,0,-13.849,1,0.0292,1.57e-05,0.115,0.117,78.799,247013,3,spotify:album:4w5Jvreahp3yvLqc4vCr9I,2017-09-08
415,415,415,Will Young,Fridays Child,Leave Right Now,4mZsyuthp695XQWwb2g3qe,0.641,0.445,6,-8.674,1,0.0368,0.0,0.108,0.383,81.931,214733,4,spotify:album:0eaPZK3nTV2Ei075j2t6Na,2003-12-01
416,416,416,Westlife,Turnaround,Mandy,48jd71gnyIlLdXOYX2qJ6p,0.447,0.636,5,-5.08,1,0.0278,9.25e-05,0.11,0.376,105.678,199320,4,spotify:album:2FR2NZXhXDbCTCeUUdHEJr,2000-01-01
417,417,417,Busted,A Present For Everyone,Crashed The Wedding,0Moy3K17gGUH6SFwNPIDdU,0.43,0.944,8,-3.99,1,0.049,0.0,0.337,0.661,180.1,158720,4,spotify:album:50RI3QVqe8UTgSuwjt9haV,2003-01-01
418,418,418,Kylie Minogue,Body Language,Slow,3Q88P7QB30k4iT4kty7nyZ,0.772,0.845,6,-8.082,1,0.0468,0.166,0.139,0.573,114.997,193667,4,spotify:album:6ObNVnYp53VJNtIcdo03WJ,2021-12-03
419,419,419,Fatman Scoop,Be Faithful,Be Faithful,29TJpH7vOyURlvEVVTMXwq,0.646,0.716,7,-6.474,1,0.294,0.0,0.368,0.616,101.173,165480,4,spotify:album:4cmrl2U9KdiH2Cz458B8QS,2018-04-20
420,420,420,Sugababes,Three,Hole In The Head,0ei6GEDD2dV6U2507Po9ma,0.795,0.934,6,-4.617,0,0.0323,0.0,0.158,0.96,124.998,218173,4,spotify:album:21jF5jlMtzo94wbxmJ18aa,2021-11-19
421,421,421,Black Eyed Peas,Elephunk,Where Is The Love?,7oPnZNl1acGA7ELxsNirrR,0.834,0.699,5,-3.222,1,0.196,0.0,0.131,0.803,94.069,272533,4,spotify:album:4wBDclsxFzGnR4kVAAMI7K,2003
422,422,422,Elton John,Are You Ready For Love?,Are You Ready For Love - '79 Version Radio Edit,3YdJzolD4HFvWGioELW2pC,0.806,0.74,2,-4.695,1,0.0313,0.00237,0.137,0.739,116.507,210500,4,spotify:album:7IFFg8xbPsyptW2Y1mzH3H,2021-11-25
423,423,423,Blu Cantrell,Bittersweet,Breathe (feat. Sean Paul) - Rap Version,1BPybPVkDfUjFDvqG04l58,0.8,0.663,2,-3.832,1,0.0324,0.0,0.252,0.472,91.934,228000,4,spotify:album:6qVk855QPCh57noNeeHMXQ,2021-05-28
424,424,424,Daniel Bedingfield,Gotta Get Thru This,Never Gonna Leave Your Side,5hZAS7vmER5XJYCFcSuV8p,0.496,0.562,7,-6.298,1,0.0297,0.0,0.418,0.359,140.085,233493,4,spotify:album:2EdZjwEgBXjtdkwkZ73fFA,2002-01-01
425,425,425,Beyoncé,Dangerously In Love,Crazy In Love (feat. Jay-Z),5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2,-6.596,0,0.226,0.0,0.0715,0.681,99.165,236133,4,spotify:album:6oxVabMIqCMJRYN1GqR3Vf,2003-06-24
426,426,426,Evanescence,Fallen,Bring Me To Life,646J2jOtUe4Jflrmh6JFjN,0.312,0.946,4,-3.209,0,0.107,2.93e-06,0.288,0.297,189.892,235893,4,spotify:album:02w1xMzzdF2OJxTeh1basm,2003-03-04
427,427,427,R. Kelly,Chocolate Factory,Ignition,29pIgBybQFDDuZEu2wMaEA,0.802,0.325,10,-9.762,0,0.15,0.0,0.0897,0.73,66.493,196240,4,spotify:album:35Ea7OWXZPZB1vAPiaEGOM,2003
428,428,428,Tomcraft,Loneliness,Loneliness - Radio Cut,1zEru7ZuZFzkjRoUDvsWQ6,0.629,0.914,6,-7.344,0,0.0382,0.531,0.095,0.724,131.961,228653,4,spotify:album:3RUimnrKcKNrCXkBkjPhBG,2019-04-05
429,429,429,Busted,Busted,You Said No,27awqV5oMYG3YQSOWmcSMh,0.433,0.89,11,-5.581,1,0.0516,0.0,0.307,0.769,163.945,167333,4,spotify:album:1D5z8QDWSmYm6MwrtLINYY,2002-07-16
430,430,430,Room 5,Music & You,Make Luv - Live,3UZK9yD18Mtzb6MgYBmuLW,0.884,0.881,8,-4.898,1,0.113,0.568,0.0358,0.675,124.832,212400,4,spotify:album:2hstKFT7GOo34ZyFbMTXWN,2016-11-07
431,431,431,Gareth Gates,Go Your Own Way,Spirit In The Sky - With Special Guests 'The Kumars',25lhSmtbwemCL9VG51fEzw,0.575,0.924,9,-2.217,1,0.0381,0.0,0.199,0.9,127.975,206973,4,spotify:album:2sLvYR9qZ6SAT2powpDbxS,2019-08-16
432,432,432,Christina Aguilera,Stripped,Beautiful,3TCauNPqFiniaYHBvEVoHG,0.456,0.573,5,-3.866,0,0.0275,3.05e-06,0.114,0.0992,76.19,238560,4,spotify:album:2USigX9DhGuAini71XZEEK,2002-07-19
433,433,433,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),All The Things She Said,6tBdTwcyyGq1HU3PXgZK82,0.604,0.831,5,-5.72,0,0.0387,0.00854,0.105,0.447,89.994,214440,4,spotify:album:4vyPN44zoiJXE6hruCCrGB,2002
434,434,434,David Sneddon,Seven Years - Ten Weeks,Stop Living The Lie,4XUuCHL68KXwJxHjgERWzd,0.452,0.546,9,-6.818,1,0.026,0.000127,0.124,0.197,169.454,235907,3,-,-
435,435,435,Girls Aloud,Sound Of The Underground,Sound Of The Underground,0SKjqIViHaXWhmaKuJbMrq,0.568,0.867,11,-5.861,1,0.0365,4.67e-05,0.328,0.88,163.944,221427,4,spotify:album:24MaoEF56Zd9yN3amB9pcd,2003-05-23
436,436,436,Blue,One Love,Sorry Seems To Be The Hardest Word - feat.Elton John,2We955n2EKpmbKm2H8kWYz,0.566,0.586,7,-6.889,0,0.0313,1.3e-05,0.379,0.436,78.964,221893,4,spotify:album:1xGEbkqzqiCcUTBbasvShI,2009-08-21
437,437,437,Various Artists,SHADYXV,Lose Yourself,7MJQ9Nfxzh8LPZ9e9u68Fq,0.689,0.735,2,-4.545,1,0.267,0.00072,0.365,0.059,171.403,320627,4,spotify:album:6wdSf72duVewXTqhYU3Z87,2014-11-24
438,438,438,Daniel Bedingfield,Gotta Get Thru This,If You're Not The One,6B6aCxSBsECsulzOkJRxGv,0.688,0.538,10,-7.608,1,0.0292,0.0,0.111,0.27,119.998,257027,4,spotify:album:2EdZjwEgBXjtdkwkZ73fFA,2002-01-01
439,439,439,Christina Aguilera,Stripped,Dirrty (feat. Redman),59ZTxQo8rBycIXPLUIKvE2,0.64,0.889,2,-3.073,1,0.322,0.0,0.339,0.436,99.931,298853,4,spotify:album:2USigX9DhGuAini71XZEEK,2002-07-19
